"temno","cflo","evalue_ab","bitscore_ab","evalue_ba","bitscore_ba","cflo_gene","cflo_name","temno_gene","temno_name"
"TGZ55124.1","XP_011264597.1",0,1006,0,1036,"LOC105256414","protein FAM161A","DBV15_10016","Uncharacterized protein DBV15_10016"
"TGZ55125.1","XP_025263773.1",2e-156,444,5e-157,444,"LOC105254578","ubiquinone biosynthesis monooxygenase COQ6, mitochondrial","DBV15_10017","Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial"
"TGZ55126.1","XP_025263776.1",0,976,0,976,"LOC105256415","uncharacterized protein LOC105256415","DBV15_10015","Uncharacterized protein DBV15_10015, partial"
"TGZ55127.1","XP_019885436.2",0,1197,0,1176,"LOC105258856","transient receptor potential channel pyrexia","DBV15_10018","Transient receptor potential channel pyrexia"
"TGZ55127.1","XP_025263947.1",0,1166,0,1143,"LOC105256410","LOW QUALITY PROTEIN: transient receptor potential channel pyrexia-like","DBV15_10018","Transient receptor potential channel pyrexia"
"TGZ55127.1","XP_025264328.1",0,1176,0,1160,"LOC105255687","LOW QUALITY PROTEIN: transient receptor potential channel pyrexia","DBV15_10018","Transient receptor potential channel pyrexia"
"TGZ55127.1","XP_025264329.1",0,1147,0,1118,"LOC105253536","transient receptor potential channel pyrexia-like isoform X1","DBV15_10018","Transient receptor potential channel pyrexia"
"TGZ55127.1","XP_025264330.1",0,1147,0,1118,"LOC105253536","transient receptor potential channel pyrexia-like isoform X1","DBV15_10018","Transient receptor potential channel pyrexia"
"TGZ55129.1","XP_019884102.1",3e-85,269,7e-86,269,"LOC105254579","X-box-binding protein 1","DBV15_10023","X-box-binding protein 1"
"TGZ55131.1","XP_025263784.1",0,1121,0,1138,"LOC105254565","leupaxin isoform X5","DBV15_10021","Paxillin"
"TGZ55132.1","XP_011261620.1",5e-112,322,2e-112,322,"LOC105254562","39S ribosomal protein L11, mitochondrial","DBV15_10020","39S ribosomal protein L11, mitochondrial"
"TGZ55134.1","XP_025263936.1",0,957,0,958,"LOC105254580","uncharacterized protein LOC105254580 isoform X1","DBV15_10024","Uncharacterized protein DBV15_10024, partial"
"TGZ55134.1","XP_025263937.1",0,961,0,963,"LOC105254580","hypoxia-inducible factor 1-alpha isoform X2","DBV15_10024","Uncharacterized protein DBV15_10024, partial"
"TGZ55173.1","XP_011263478.1",0,1102,0,1065,"LOC105255722","serine/threonine-protein kinase 10","DBV15_10963","Serine/threonine-protein kinase SBK1"
"TGZ55175.1","XP_011263467.1",3e-49,173,6e-48,168,"LOC105255717","protein embryonic gonad isoform X1","DBV15_10967","Uncharacterized protein DBV15_10967"
"TGZ55175.1","XP_011263468.1",4e-49,173,5e-48,169,"LOC105255717","protein embryonic gonad isoform X2","DBV15_10967","Uncharacterized protein DBV15_10967"
"TGZ55175.1","XP_025270820.1",4e-49,173,5e-48,169,"LOC105255717","protein embryonic gonad isoform X2","DBV15_10967","Uncharacterized protein DBV15_10967"
"TGZ55176.1","XP_011263469.1",0,1128,0,1141,"LOC105255718","frizzled-2","DBV15_10964","Frizzled-2"
"TGZ55176.1","XP_011263470.1",0,1128,0,1141,"LOC105255718","frizzled-2","DBV15_10964","Frizzled-2"
"TGZ55176.1","XP_011263471.1",0,1128,0,1141,"LOC105255718","frizzled-2","DBV15_10964","Frizzled-2"
"TGZ55176.1","XP_011263472.1",0,1128,0,1141,"LOC105255718","frizzled-2","DBV15_10964","Frizzled-2"
"TGZ55176.1","XP_011263473.1",0,1128,0,1141,"LOC105255718","frizzled-2","DBV15_10964","Frizzled-2"
"TGZ55177.1","XP_011263475.1",0,707,0,708,"LOC105255720","uncharacterized protein LOC105255720 isoform X1","DBV15_10965","Uncharacterized protein DBV15_10965"
"TGZ55177.1","XP_019884488.1",0,707,0,708,"LOC105255720","uncharacterized protein LOC105255720 isoform X1","DBV15_10965","Uncharacterized protein DBV15_10965"
"TGZ55177.1","XP_019884489.1",0,675,0,676,"LOC105255720","serine-enriched protein isoform X2","DBV15_10965","Uncharacterized protein DBV15_10965"
"TGZ55186.1","XP_025264099.1",0,723,0,714,"LOC105248715","uncharacterized protein LOC105248715 isoform X3","DBV15_05110","Serine proteinase stubble"
"TGZ55188.1","XP_011253353.1",0,709,0,721,"LOC105249521","cyclic AMP-dependent transcription factor ATF-2 isoform X1","DBV15_05112","Cyclic AMP-dependent transcription factor ATF-2"
"TGZ55188.1","XP_011253354.1",0,706,0,715,"LOC105249521","cyclic AMP-dependent transcription factor ATF-2 isoform X2","DBV15_05112","Cyclic AMP-dependent transcription factor ATF-2"
"TGZ55188.1","XP_011253355.1",0,694,0,694,"LOC105249521","cyclic AMP-dependent transcription factor ATF-2 isoform X3","DBV15_05112","Cyclic AMP-dependent transcription factor ATF-2"
"TGZ55190.1","XP_011262642.1",0,546,0,565,"LOC105255205","glutaminyl-peptide cyclotransferase isoform X1","DBV15_05098","Glutaminyl-peptide cyclotransferase"
"TGZ55191.1","XP_025266690.1",0,2106,0,2138,"LOC105255206","lethal(2) giant larvae protein homolog 1 isoform X1","DBV15_05099","Protein lethal(2) giant larvae"
"TGZ55191.1","XP_025266691.1",0,2089,0,2122,"LOC105255206","lethal(2) giant larvae protein homolog 1 isoform X2","DBV15_05099","Protein lethal(2) giant larvae"
"TGZ55191.1","XP_025266692.1",0,2112,0,2147,"LOC105255206","lethal(2) giant larvae protein homolog 1 isoform X3","DBV15_05099","Protein lethal(2) giant larvae"
"TGZ55191.1","XP_025266693.1",0,2026,0,2056,"LOC105255206","lethal(2) giant larvae protein homolog 1 isoform X4","DBV15_05099","Protein lethal(2) giant larvae"
"TGZ55192.1","XP_011258762.1",0,610,0,620,"LOC105252849","cell cycle control protein 50A isoform X1","DBV15_05094","Uncharacterized protein DBV15_05094"
"TGZ55192.1","XP_011258764.1",0,583,0,593,"LOC105252849","cell cycle control protein 50A isoform X2","DBV15_05094","Uncharacterized protein DBV15_05094"
"TGZ55193.1","XP_011258750.1",0,990,0,964,"LOC105252848","epsin-2 isoform X1","DBV15_05095","Epsin-2"
"TGZ55193.1","XP_011258751.1",0,990,0,964,"LOC105252848","epsin-2 isoform X1","DBV15_05095","Epsin-2"
"TGZ55193.1","XP_011258752.1",0,990,0,964,"LOC105252848","epsin-2 isoform X1","DBV15_05095","Epsin-2"
"TGZ55193.1","XP_011258754.1",0,990,0,964,"LOC105252848","epsin-2 isoform X1","DBV15_05095","Epsin-2"
"TGZ55193.1","XP_011258755.1",0,990,0,964,"LOC105252848","epsin-2 isoform X1","DBV15_05095","Epsin-2"
"TGZ55193.1","XP_011258756.1",0,996,0,970,"LOC105252848","epsin-2 isoform X2","DBV15_05095","Epsin-2"
"TGZ55193.1","XP_011258757.1",0,989,0,963,"LOC105252848","epsin-2 isoform X3","DBV15_05095","Epsin-2"
"TGZ55193.1","XP_011258758.1",0,989,0,963,"LOC105252848","epsin-2 isoform X3","DBV15_05095","Epsin-2"
"TGZ55193.1","XP_011258759.1",0,989,0,963,"LOC105252848","epsin-2 isoform X3","DBV15_05095","Epsin-2"
"TGZ55193.1","XP_011258760.1",0,989,0,963,"LOC105252848","epsin-2 isoform X3","DBV15_05095","Epsin-2"
"TGZ55193.1","XP_019883583.1",0,990,0,964,"LOC105252848","epsin-2 isoform X1","DBV15_05095","Epsin-2"
"TGZ55195.1","XP_011258749.1",3e-72,216,9e-73,216,"LOC105252847","protein C10","DBV15_05097","Protein C10"
"TGZ55196.1","XP_011263972.1",0,3455,0,3415,"LOC105256039","mucin-17 isoform X1","DBV15_05090","Uncharacterized protein DBV15_05090"
"TGZ55196.1","XP_011263973.1",0,3455,0,3415,"LOC105256039","mucin-17 isoform X1","DBV15_05090","Uncharacterized protein DBV15_05090"
"TGZ55196.1","XP_011263976.1",0,3344,0,3331,"LOC105256039","mucin-17 isoform X2","DBV15_05090","Uncharacterized protein DBV15_05090"
"TGZ55196.1","XP_025262090.1",0,3455,0,3415,"LOC105256039","mucin-17 isoform X1","DBV15_05090","Uncharacterized protein DBV15_05090"
"TGZ55197.1","XP_011263983.1",0,987,0,987,"LOC105256042","PP2C-like domain-containing protein CG9801","DBV15_05091","Uncharacterized protein DBV15_05091"
"TGZ55197.1","XP_011263984.1",0,987,0,987,"LOC105256042","PP2C-like domain-containing protein CG9801","DBV15_05091","Uncharacterized protein DBV15_05091"
"TGZ55198.1","XP_019884576.1",0,1460,0,1460,"LOC105256041","protein zyg-11 homolog B","DBV15_05092","Uncharacterized protein DBV15_05092"
"TGZ55199.1","XP_011263985.1",1e-164,458,6e-165,458,"LOC105256043","polyadenylate-binding protein 2-B","DBV15_05093","Uncharacterized protein DBV15_05093"
"TGZ55200.1","XP_011263966.1",0,940,0,957,"LOC105256035","myb protein isoform X2","DBV15_05078","Uncharacterized protein DBV15_05078"
"TGZ55200.1","XP_019884580.1",0,962,0,978,"LOC105256035","myb protein isoform X3","DBV15_05078","Uncharacterized protein DBV15_05078"
"TGZ55200.1","XP_019884581.1",0,962,0,978,"LOC105256035","myb protein isoform X3","DBV15_05078","Uncharacterized protein DBV15_05078"
"TGZ55200.1","XP_025262093.1",0,941,0,956,"LOC105256035","myb protein isoform X1","DBV15_05078","Uncharacterized protein DBV15_05078"
"TGZ55202.1","XP_011263968.1",0,525,0,520,"LOC105256036","RING finger and CHY zinc finger domain-containing protein 1 isoform X1","DBV15_05076","RING finger and CHY zinc finger domain-containing protein 1"
"TGZ55202.1","XP_011263969.1",0,526,0,521,"LOC105256036","RING finger and CHY zinc finger domain-containing protein 1 isoform X2","DBV15_05076","RING finger and CHY zinc finger domain-containing protein 1"
"TGZ55204.1","XP_011263970.1",4e-83,243,1e-83,243,"LOC105256037","transcription initiation factor TFIID subunit 13 isoform X2","DBV15_05074","Transcription initiation factor TFIID subunit 13"
"TGZ55204.1","XP_019884582.1",4e-86,251,1e-86,251,"LOC105256037","transcription initiation factor TFIID subunit 13 isoform X1","DBV15_05074","Transcription initiation factor TFIID subunit 13"
"TGZ55205.1","XP_011263971.1",0,726,0,742,"LOC105256038","protoporphyrinogen oxidase","DBV15_05075","Protoporphyrinogen oxidase"
"TGZ55207.1","XP_011257319.1",0,4515,0,4498,"LOC105251911","CCR4-NOT transcription complex subunit 1 isoform X1","DBV15_05102","Uncharacterized protein DBV15_05102"
"TGZ55207.1","XP_025266074.1",0,4506,0,4489,"LOC105251911","CCR4-NOT transcription complex subunit 1 isoform X2","DBV15_05102","Uncharacterized protein DBV15_05102"
"TGZ55208.1","XP_011257317.1",0,1657,0,1657,"LOC105251910","pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial isoform X1","DBV15_05103","Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial"
"TGZ55208.1","XP_011257318.1",0,1646,0,1645,"LOC105251910","pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial isoform X2","DBV15_05103","Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial"
"TGZ55212.1","XP_011256032.1",0,1583,0,1586,"LOC105251153","ubiquitin carboxyl-terminal hydrolase 35","DBV15_05107","Ubiquitin carboxyl-terminal hydrolase 38"
"TGZ55214.1","XP_011251930.1",0,580,0,583,"LOC105248693","N-acetylgalactosamine kinase","DBV15_05108","N-acetylgalactosamine kinase"
"TGZ55214.1","XP_019882240.1",0,580,0,583,"LOC105248693","N-acetylgalactosamine kinase","DBV15_05108","N-acetylgalactosamine kinase"
"TGZ55214.1","XP_025264047.1",0,580,0,583,"LOC105248693","N-acetylgalactosamine kinase","DBV15_05108","N-acetylgalactosamine kinase"
"TGZ55215.1","XP_011251945.1",0,989,0,997,"LOC105248706","homeobox protein Hox-A1","DBV15_05109","Motor neuron and pancreas homeobox protein 1"
"TGZ55216.1","XP_011269603.1",0,672,0,671,"LOC105259399","protein Wnt-1","DBV15_05083","Protein Wnt"
"TGZ55217.1","XP_011269604.1",0,788,0,786,"LOC105259400","UDP-glucuronosyltransferase 1-8 isoform X1","DBV15_05082","UDP-glucuronosyltransferase 2C1"
"TGZ55217.1","XP_025262136.1",0,769,0,768,"LOC105259400","UDP-glucuronosyltransferase 1-8 isoform X2","DBV15_05082","UDP-glucuronosyltransferase 2C1"
"TGZ55218.1","XP_011263962.1",0,600,0,588,"LOC105256033","nuclear pore glycoprotein p62 isoform X1","DBV15_05081","Nuclear pore glycoprotein p62"
"TGZ55219.1","XP_011263961.1",1e-179,500,4e-180,500,"LOC105256032","checkpoint protein HUS1","DBV15_05080","Checkpoint protein HUS1"
"TGZ55220.1","XP_011269608.1",0,1162,0,1149,"LOC105259402","SRSF protein kinase 3","DBV15_05087","Uncharacterized protein DBV15_05087"
"TGZ55222.1","XP_011269599.1",0,526,0,526,"LOC105259397","neurotrimin isoform X1","DBV15_05085","Contactin-6"
"TGZ55222.1","XP_011269600.1",0,505,0,505,"LOC105259397","neurotrimin isoform X2","DBV15_05085","Contactin-6"
"TGZ55224.1","XP_011269609.1",0,1162,0,1162,"LOC105259404","sodium/hydrogen exchanger 8","DBV15_05089","Sodium/hydrogen exchanger"
"TGZ55226.1","XP_011256021.2",0,1565,0,1594,"LOC105251152","protein phosphatase 1 regulatory subunit 12A isoform X1","DBV15_05105","Protein phosphatase 1 regulatory subunit 12A"
"TGZ55226.1","XP_011256023.2",0,1564,0,1594,"LOC105251152","protein phosphatase 1 regulatory subunit 12A isoform X2","DBV15_05105","Protein phosphatase 1 regulatory subunit 12A"
"TGZ55226.1","XP_011256025.2",0,1491,0,1530,"LOC105251152","protein phosphatase 1 regulatory subunit 12A isoform X4","DBV15_05105","Protein phosphatase 1 regulatory subunit 12A"
"TGZ55226.1","XP_011256027.2",0,1496,0,1516,"LOC105251152","protein phosphatase 1 regulatory subunit 12A isoform X6","DBV15_05105","Protein phosphatase 1 regulatory subunit 12A"
"TGZ55317.1","XP_025267765.1",0,5306,0,5306,"LOC105257891","teneurin-a isoform X1","DBV15_07373","Teneurin-3"
"TGZ55317.1","XP_025267766.1",0,5307,0,5307,"LOC105257891","teneurin-a isoform X2","DBV15_07373","Teneurin-3"
"TGZ55317.1","XP_025267767.1",0,5296,0,5296,"LOC105257891","teneurin-a isoform X3","DBV15_07373","Teneurin-3"
"TGZ55317.1","XP_025267768.1",0,5296,0,5296,"LOC105257891","teneurin-a isoform X4","DBV15_07373","Teneurin-3"
"TGZ55317.1","XP_025267769.1",0,5295,0,5295,"LOC105257891","teneurin-a isoform X5","DBV15_07373","Teneurin-3"
"TGZ55319.1","XP_011267114.1",0,2008,0,2018,"LOC105257889","DNA polymerase delta catalytic subunit","DBV15_07371","DNA polymerase"
"TGZ55320.1","XP_011267115.1",6e-118,335,3e-118,335,"LOC105257890","ADP-ribosylation factor-like protein 1","DBV15_07370","Adp-ribosylation factor-like protein 1-like protein"
"TGZ55331.1","XP_011261415.2",0,1077,0,1022,"LOC105254440","transcription factor SOX-5 isoform X1","DBV15_07401","Uncharacterized protein DBV15_07401"
"TGZ55331.1","XP_011261416.2",0,1077,0,1023,"LOC105254440","transcription factor SOX-5 isoform X2","DBV15_07401","Uncharacterized protein DBV15_07401"
"TGZ55331.1","XP_019884072.2",0,1078,0,1023,"LOC105254440","transcription factor SOX-5 isoform X3","DBV15_07401","Uncharacterized protein DBV15_07401"
"TGZ55331.1","XP_025267744.1",0,1077,0,1022,"LOC105254440","transcription factor SOX-5 isoform X1","DBV15_07401","Uncharacterized protein DBV15_07401"
"TGZ55333.1","XP_011261418.2",0,816,0,816,"LOC105254441","DNA-directed RNA polymerase III subunit RPC3","DBV15_07402","DNA-directed RNA polymerase III subunit RPC3"
"TGZ55333.1","XP_011261419.2",0,816,0,816,"LOC105254441","DNA-directed RNA polymerase III subunit RPC3","DBV15_07402","DNA-directed RNA polymerase III subunit RPC3"
"TGZ55335.1","XP_011267112.1",0,538,0,536,"LOC105257887","zinc finger protein 330 homolog","DBV15_07369","Uncharacterized protein DBV15_07369"
"TGZ55335.1","XP_025267747.1",0,538,0,536,"LOC105257887","zinc finger protein 330 homolog","DBV15_07369","Uncharacterized protein DBV15_07369"
"TGZ55337.1","XP_025267746.1",0,1616,0,1617,"LOC105257893","helicase POLQ-like","DBV15_07366","Uncharacterized protein DBV15_07366"
"TGZ55338.1","XP_025267743.1",3e-166,479,1e-170,489,"LOC105257892","ribosomal RNA-processing protein 8","DBV15_07367","Ribosomal RNA-processing protein 8"
"TGZ55345.1","XP_011261413.1",0,936,0,953,"LOC105254438","esterase E4","DBV15_07384","Esterase FE4"
"TGZ55348.1","XP_019884063.2",0,652,0,652,"LOC105254470","potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1","DBV15_07389","Uncharacterized protein DBV15_07389"
"TGZ55374.1","XP_011259407.2",0,1119,0,1117,"LOC105253225","ATP-binding cassette sub-family D member 3","DBV15_10624","ATP-binding cassette sub-family D member 3"
"TGZ55376.1","XP_011259416.1",0,1714,0,1730,"LOC105253232","uncharacterized protein LOC105253232","DBV15_10620","DDB1-and CUL4-associated factor 15, partial"
"TGZ55377.1","XP_011259408.2",0,1512,0,1535,"LOC105253226","DNA-binding protein RFX2 isoform X2","DBV15_10623","Transcription factor RFX3"
"TGZ55377.1","XP_011259409.2",0,1489,0,1512,"LOC105253226","DNA-binding protein RFX2 isoform X3","DBV15_10623","Transcription factor RFX3"
"TGZ55377.1","XP_025266839.1",0,1506,0,1529,"LOC105253226","DNA-binding protein RFX2 isoform X1","DBV15_10623","Transcription factor RFX3"
"TGZ55377.1","XP_025266840.1",0,1507,0,1530,"LOC105253226","DNA-binding protein RFX2 isoform X4","DBV15_10623","Transcription factor RFX3"
"TGZ55377.1","XP_025266841.1",0,1507,0,1530,"LOC105253226","DNA-binding protein RFX2 isoform X5","DBV15_10623","Transcription factor RFX3"
"TGZ55377.1","XP_025266842.1",0,1477,0,1505,"LOC105253226","DNA-binding protein RFX2 isoform X6","DBV15_10623","Transcription factor RFX3"
"TGZ55377.1","XP_025266843.1",0,1510,0,1531,"LOC105253226","DNA-binding protein RFX2 isoform X7","DBV15_10623","Transcription factor RFX3"
"TGZ55377.1","XP_025266844.1",0,1471,0,1494,"LOC105253226","DNA-binding protein RFX2 isoform X8","DBV15_10623","Transcription factor RFX3"
"TGZ55378.1","XP_011259410.1",0,645,0,646,"LOC105253227","sorting nexin-7","DBV15_10622","Sorting nexin-30"
"TGZ55382.1","XP_011258352.1",0,1045,0,1029,"LOC105252597","CTP synthase 1 isoform X1","DBV15_11379","CTP synthase"
"TGZ55382.1","XP_011258353.1",0,1053,0,1036,"LOC105252597","CTP synthase isoform X2","DBV15_11379","CTP synthase"
"TGZ55405.1","XP_011258061.1",1e-173,489,8e-174,489,"LOC105252409","homeotic protein Sex combs reduced","DBV15_08567","Homeotic protein Sex combs reduced"
"TGZ55408.1","XP_011269817.1",1e-123,375,7e-125,377,"LOC105259532","homeobox protein Hox-B1a","DBV15_08584","Uncharacterized protein DBV15_08584"
"TGZ55409.1","XP_011269815.1",9e-111,316,4e-111,316,"LOC105259529","mitochondrial import inner membrane translocase subunit Tim17-B","DBV15_08587","Mitochondrial import inner membrane translocase subunit Tim17-B"
"TGZ55409.1","XP_025266123.1",9e-111,316,4e-111,316,"LOC105259529","mitochondrial import inner membrane translocase subunit Tim17-B","DBV15_08587","Mitochondrial import inner membrane translocase subunit Tim17-B"
"TGZ55410.1","XP_011269816.1",5e-39,129,3e-43,139,"LOC105259530","uncharacterized protein LOC105259530","DBV15_08586","Uncharacterized protein DBV15_08586"
"TGZ55413.1","XP_025266116.1",0,1012,0,1034,"LOC105259533","homeotic protein proboscipedia","DBV15_08583","Homeotic protein proboscipedia"
"TGZ55415.1","XP_011258058.1",2e-159,450,9e-160,450,"LOC105252405","homeotic protein ultrabithorax","DBV15_08549","Homeotic protein ultrabithorax"
"TGZ55415.1","XP_025266162.1",2e-159,450,9e-160,450,"LOC105252405","homeotic protein ultrabithorax","DBV15_08549","Homeotic protein ultrabithorax"
"TGZ55425.1","XP_025263726.1",0,564,0,590,"LOC105253091","tubulin polyglutamylase TTLL5 isoform X1","DBV15_11308","Tubulin polyglutamylase TTLL5"
"TGZ55425.1","XP_025263727.1",0,564,0,591,"LOC105253091","tubulin polyglutamylase TTLL5 isoform X2","DBV15_11308","Tubulin polyglutamylase TTLL5"
